Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
abr/22;SENAT;73.471.963/0001-47;32.279.342,00
abr/22;SESCOOP;03.087.543/0001-86;43.536.734,00
abr/22;SDR;420013 / 00001;647.437,00
abr/22;APEX-BR;05.507.500/0001-38;48.192.945,00
abr/22;ABDI;07.200.966/0001-11;7.868.792,00
mai/22;FNDE;153173 / 15253;2.060.657.136,00
mai/22;INCRA;373001 / 37201;171.033.897,00
mai/22;SENAI;33.564.543/0001-90;151.413.146,00
mai/22;SESI;33.641.358/0001-52;220.597.558,00
mai/22;SENAC;33.469.172/0001-68;294.405.960,00
mai/22;SESC;33.469.164/0001-11;512.120.653,00
mai/22;SEBRAE;00.330.854/0001-45;334.878.412,00
mai/22;EMBRATUR;35.842.428/0001-66;0
mai/22;DPC;852001 / 00001;14.336.221,00
mai/22;ANAC;122002 / 00001;22.636.551,00
mai/22;SENAR;37.138.245/0001-90;272.815.189,00
mai/22;SEST;73.471.989/0001-95;50.439.413,00
mai/22;SENAT;73.471.963/0001-47;33.844.544,00
mai/22;SESCOOP;03.087.543/0001-86;43.839.174,00
mai/22;SDR;420013 / 00001;550.781,00
mai/22;APEX-BR;05.507.500/0001-38;48.815.747,00
mai/22;ABDI;07.200.966/0001-11;7.970.440,00
jun/22;FNDE;153173 / 15253;2.100.262.846,00
jun/22;INCRA;373001 / 37201;173.473.299,00
jun/22;SENAI;33.564.543/0001-90;152.877.257,00
jun/22;SESI;33.641.358/0001-52;223.025.271,00
jun/22;SENAC;33.469.172/0001-68;304.443.963,00
jun/22;SESC;33.469.164/0001-11;529.827.582,00
jun/22;SEBRAE;00.330.854/0001-45;342.608.153,00
jun/22;EMBRATUR;35.842.428/0001-66;0
jun/22;DPC;852001 / 00001;13.758.334,00
jun/22;ANAC;122002 / 00001;24.137.527,00
jun/22;SENAR;37.138.245/0001-90;218.943.574,00
jun/22;SEST;73.471.989/0001-95;51.214.656,00
jun/22;SENAT;73.471.963/0001-47;34.381.451,00
jun/22;SESCOOP;03.087.543/0001-86;45.632.638,00
jun/22;SDR;420013 / 00001;592.246,00
jun/22;APEX-BR;05.507.500/0001-38;49.939.780,00
jun/22;ABDI;07.200.966/0001-11;8.153.984,00
jul/22;FNDE;153173 / 15253;2.148.063.754,00
jul/22;INCRA;373001 / 37201;179.179.299,00
jul/22;SENAI;33.564.543/0001-90;154.902.461,00
jul/22;SESI;33.641.358/0001-52;225.490.642,00
jul/22;SENAC;33.469.172/0001-68;297.453.879,00
jul/22;SESC;33.469.164/0001-11;521.878.505,00
jul/22;SEBRAE;00.330.854/0001-45;341.170.946,00
jul/22;EMBRATUR;35.842.428/0001-66;0
jul/22;DPC;852001 / 00001;14.120.973,00
jul/22;ANAC;122002 / 00001;22.080.515,00
jul/22;SENAR;37.138.245/0001-90;225.373.045,00
jul/22;SEST;73.471.989/0001-95;52.896.067,00
jul/22;SENAT;73.471.963/0001-47;35.680.304,00
jul/22;SESCOOP;03.087.543/0001-86;44.720.581,00
jul/22;SDR;420013 / 00001;582.545,00
jul/22;APEX-BR;05.507.500/0001-38;49.730.389,00
jul/22;ABDI;07.200.966/0001-11;8.119.796,00
ago/22;FNDE;153173 / 15253;2.129.257.858,00
ago/22;INCRA;373001 / 37201;178.966.631,00
ago/22;SENAI;33.564.543/0001-90;157.356.040,00
ago/22;SESI;33.641.358/0001-52;229.029.680,00
ago/22;SENAC;33.469.172/0001-68;302.238.161,00
ago/22;SESC;33.469.164/0001-11;527.693.468,00
ago/22;SEBRAE;00.330.854/0001-45;345.837.443,00
ago/22;EMBRATUR;35.842.428/0001-66;0
ago/22;DPC;852001 / 00001;13.767.019,00
ago/22;ANAC;122002 / 00001;23.180.745,00
ago/22;SENAR;37.138.245/0001-90;210.017.118,00
ago/22;SEST;73.471.989/0001-95;55.112.255,00
ago/22;SENAT;73.471.963/0001-47;36.708.141,00
ago/22;SESCOOP;03.087.543/0001-86;46.996.953,00
ago/22;SDR;420013 / 00001;583.604,00
ago/22;APEX-BR;05.507.500/0001-38;50.408.577,00
ago/22;ABDI;07.200.966/0001-11;8.230.516,00
set/22;FNDE;153173 / 15253;2.189.953.241,00
set/22;INCRA;373001 / 37201;182.845.938,00
set/22;SENAI;33.564.543/0001-90;159.405.232,00
set/22;SESI;33.641.358/0001-52;234.515.317,00
set/22;SENAC;33.469.172/0001-68;315.493.973,00
set/22;SESC;33.469.164/0001-11;552.213.261,00
set/22;SEBRAE;00.330.854/0001-45;356.648.422,00
set/22;EMBRATUR;35.842.428/0001-66;0
set/22;DPC;852001 / 00001;19.942.931,00
set/22;ANAC;122002 / 00001;24.683.722,00
set/22;SENAR;37.138.245/0001-90;202.887.843,00
set/22;SEST;73.471.989/0001-95;57.295.185,00
set/22;SENAT;73.471.963/0001-47;38.241.837,00
set/22;SESCOOP;03.087.543/0001-86;48.708.296,00
set/22;SDR;420013 / 00001;590.518,00
set/22;APEX-BR;05.507.500/0001-38;51.985.659,00
set/22;ABDI;07.200.966/0001-11;8.488.023,00
out/22;FNDE;153173 / 15253;2.175.834.913,00
out/22;INCRA;373001 / 37201;184.130.442,00
out/22;SENAI;33.564.543/0001-90;159.373.326,00
out/22;SESI;33.641.358/0001-52;234.093.696,00
out/22;SENAC;33.469.172/0001-68;312.224.219,00
out/22;SESC;33.469.164/0001-11;543.634.536,00
out/22;SEBRAE;00.330.854/0001-45;353.085.316,00
out/22;EMBRATUR;35.842.428/0001-66;0
out/22;DPC;852001 / 00001;14.903.806,00
out/22;ANAC;122002 / 00001;23.161.720,00
out/22;SENAR;37.138.245/0001-90;208.526.288,00
out/22;SEST;73.471.989/0001-95;58.365.520,00
out/22;SENAT;73.471.963/0001-47;38.987.286,00
out/22;SESCOOP;03.087.543/0001-86;48.017.930,00
out/22;SDR;420013 / 00001;565.164,00
out/22;APEX-BR;05.507.500/0001-38;51.466.400,00
out/22;ABDI;07.200.966/0001-11;8.403.219,00
nov/22;FNDE;153173 / 15253;2.342.144.910,00
nov/22;INCRA;373001 / 37201;195.384.668,00
nov/22;SENAI;33.564.543/0001-90;170.179.225,00
nov/22;SESI;33.641.358/0001-52;248.434.526,00
nov/22;SENAC;33.469.172/0001-68;335.472.450,00
nov/22;SESC;33.469.164/0001-11;579.228.955,00
nov/22;SEBRAE;00.330.854/0001-45;384.388.137,00
nov/22;EMBRATUR;35.842.428/0001-66;0
nov/22;DPC;852001 / 00001;16.253.368,00
nov/22;ANAC;122002 / 00001;25.796.007,00
nov/22;SENAR;37.138.245/0001-90;248.452.948,00
nov/22;SEST;73.471.989/0001-95;59.654.628,00
nov/22;SENAT;73.471.963/0001-47;39.742.262,00
nov/22;SESCOOP;03.087.543/0001-86;54.646.476,00
nov/22;SDR;420013 / 00001;541.106,00
nov/22;APEX-BR;05.507.500/0001-38;56.029.984,00
nov/22;ABDI;07.200.966/0001-11;9.148.316,00
dez/22;FNDE;153173 / 15253;2.101.912.315,00
dez/22;INCRA;373001 / 37201;177.493.580,00
dez/22;SENAI;33.564.543/0001-90;159.959.752,00
dez/22;SESI;33.641.358/0001-52;233.096.663,00
dez/22;SENAC;33.469.172/0001-68;303.331.337,00
dez/22;SESC;33.469.164/0001-11;532.797.046,00
dez/22;SEBRAE;00.330.854/0001-45;341.659.805,00
dez/22;EMBRATUR;35.842.428/0001-66;0
dez/22;DPC;852001 / 00001;13.196.764,00
dez/22;ANAC;122002 / 00001;20.148.853,00
dez/22;SENAR;37.138.245/0001-90;164.013.828,00
dez/22;SEST;73.471.989/0001-95;56.335.882,00
dez/22;SENAT;73.471.963/0001-47;37.617.669,00
dez/22;SESCOOP;03.087.543/0001-86;51.620.732,00
dez/22;SDR;420013 / 00001;659.766,00
dez/22;APEX-BR;05.507.500/0001-38;49.793.803,00
dez/22;ABDI;07.200.966/0001-11;8.130.144,00
jan/23;FNDE;153173 / 15253;3.808.893.428,00
jan/23;INCRA;373001 / 37201;314.737.195,00
jan/23;SENAI;33.564.543/0001-90;272.836.218,00
jan/23;SESI;33.641.358/0001-52;397.284.586,00
jan/23;SENAC;33.469.172/0001-68;549.028.418,00
jan/23;SESC;33.469.164/0001-11;961.969.924,00
jan/23;SEBRAE;00.330.854/0001-45;619.609.534,00
jan/23;EMBRATUR;35.842.428/0001-66;0
jan/23;DPC;852001 / 00001;28.353.331,00
jan/23;ANAC;122002 / 00001;29.570.863,00
jan/23;SENAR;37.138.245/0001-90;154.806.704,00
jan/23;SEST;73.471.989/0001-95;93.355.500,00
jan/23;SENAT;73.471.963/0001-47;62.076.742,00
jan/23;SESCOOP;03.087.543/0001-86;86.418.513,00
jan/23;SDR;420013 / 00001;706.777,00
jan/23;APEX-BR;05.507.500/0001-38;90.325.515,00
jan/23;ABDI;07.200.966/0001-11;14.747.605,00
fev/23;FNDE;153173 / 15253;2.344.276.756,00
fev/23;INCRA;373001 / 37201;199.586.811,00
fev/23;SENAI;33.564.543/0001-90;174.329.022,00
fev/23;SESI;33.641.358/0001-52;254.072.864,00
fev/23;SENAC;33.469.172/0001-68;325.548.473,00
fev/23;SESC;33.469.164/0001-11;571.578.944,00
fev/23;SEBRAE;00.330.854/0001-45;384.224.589,00
fev/23;EMBRATUR;35.842.428/0001-66;0
fev/23;DPC;852001 / 00001;16.038.473,00
fev/23;ANAC;122002 / 00001;22.183.120,00
fev/23;SENAR;37.138.245/0001-90;181.509.335,00
fev/23;SEST;73.471.989/0001-95;61.028.361,00
fev/23;SENAT;73.471.963/0001-47;40.821.782,00
fev/23;SESCOOP;03.087.543/0001-86;55.986.829,00
fev/23;SDR;420013 / 00001;484.005,00
fev/23;APEX-BR;05.507.500/0001-38;56.001.167,00
fev/23;ABDI;07.200.966/0001-11;9.143.663,00
mar/23;FNDE;153173 / 15253;2.378.998.814,00
mar/23;INCRA;373001 / 37201;203.001.651,00
mar/23;SENAI;33.564.543/0001-90;177.659.768,00
mar/23;SESI;33.641.358/0001-52;261.506.152,00
mar/23;SENAC;33.469.172/0001-68;345.641.359,00
mar/23;SESC;33.469.164/0001-11;601.168.082,00
mar/23;SEBRAE;00.330.854/0001-45;389.816.966,00
mar/23;EMBRATUR;35.842.428/0001-66;0
mar/23;DPC;852001 / 00001;16.085.082,00
mar/23;ANAC;122002 / 00001;22.831.664,00
mar/23;SENAR;37.138.245/0001-90;141.353.316,00
mar/23;SEST;73.471.989/0001-95;58.670.782,00
mar/23;SENAT;73.471.963/0001-47;39.138.130,00
mar/23;SESCOOP;03.087.543/0001-86;55.153.829,00
mar/23;SDR;420013 / 00001;503.487,00
mar/23;APEX-BR;05.507.500/0001-38;56.819.452,00
mar/23;ABDI;07.200.966/0001-11;9.277.209,00
abr/23;FNDE;153173 / 15253;2.355.592.924,00
abr/23;INCRA;373001 / 37201;196.583.829,00
abr/23;SENAI;33.564.543/0001-90;171.349.634,00
abr/23;SESI;33.641.358/0001-52;252.401.286,00
abr/23;SENAC;33.469.172/0001-68;338.762.117,00
abr/23;SESC;33.469.164/0001-11;586.634.010,00
abr/23;SEBRAE;00.330.854/0001-45;382.709.065,00
abr/23;EMBRATUR;35.842.428/0001-66;0
abr/23;DPC;852001 / 00001;17.310.429,00
abr/23;ANAC;122002 / 00001;19.130.301,00
abr/23;SENAR;37.138.245/0001-90;226.947.080,00
abr/23;SEST;73.471.989/0001-95;59.062.004,00
abr/23;SENAT;73.471.963/0001-47;39.413.246,00
abr/23;SESCOOP;03.087.543/0001-86;51.326.309,00
abr/23;SDR;420013 / 00001;553.599,00
abr/23;APEX-BR;05.507.500/0001-38;55.780.154,00
abr/23;ABDI;07.200.966/0001-11;9.107.548,00
mai/23;FNDE;153173 / 15253;2.304.385.083,00
mai/23;INCRA;373001 / 37201;194.643.485,00
mai/23;SENAI;33.564.543/0001-90;167.769.841,00
mai/23;SESI;33.641.358/0001-52;246.838.229,00
mai/23;SENAC;33.469.172/0001-68;329.362.144,00
mai/23;SESC;33.469.164/0001-11;572.642.763,00
mai/23;SEBRAE;00.330.854/0001-45;376.218.742,00
mai/23;EMBRATUR;35.842.428/0001-66;0
mai/23;DPC;852001 / 00001;15.438.745,00
mai/23;ANAC;122002 / 00001;30.481.721,00
mai/23;SENAR;37.138.245/0001-90;288.914.577,00
mai/23;SEST;73.471.989/0001-95;61.629.706,00
mai/23;SENAT;73.471.963/0001-47;41.296.686,00
mai/23;SESCOOP;03.087.543/0001-86;53.180.103,00
mai/23;SDR;420013 / 00001;504.054,00
mai/23;APEX-BR;05.507.500/0001-38;54.843.735,00
mai/23;ABDI;07.200.966/0001-11;8.954.639,00
jun/23;FNDE;153173 / 15253;2.396.797.255,00
jun/23;INCRA;373001 / 37201;205.084.045,00
jun/23;SENAI;33.564.543/0001-90;179.643.144,00
jun/23;SESI;33.641.358/0001-52;263.413.740,00
jun/23;SENAC;33.469.172/0001-68;344.590.463,00
jun/23;SESC;33.469.164/0001-11;598.844.449,00
jun/23;SEBRAE;00.330.854/0001-45;390.353.787,00
jun/23;EMBRATUR;35.842.428/0001-66;0
jun/23;DPC;852001 / 00001;16.793.970,00
jun/23;ANAC;122002 / 00001;24.799.014,00
jun/23;SENAR;37.138.245/0001-90;240.668.958,00
jun/23;SEST;73.471.989/0001-95;66.049.281,00
jun/23;SENAT;73.471.963/0001-47;44.017.461,00
jun/23;SESCOOP;03.087.543/0001-86;58.592.108,00
jun/23;SDR;420013 / 00001;514.293,00
jun/23;APEX-BR;05.507.500/0001-38;56.891.958,00
jun/23;ABDI;07.200.966/0001-11;9.289.077,00
jul/23;FNDE;153173 / 15253;2.556.983.557,00
jul/23;INCRA;373001 / 37201;198.109.389,00
jul/23;SENAI;33.564.543/0001-90;188.400.653,00
jul/23;SESI;33.641.358/0001-52;277.783.852,00
jul/23;SENAC;33.469.172/0001-68;380.828.216,00
jul/23;SESC;33.469.164/0001-11;655.029.657,00
jul/23;SEBRAE;00.330.854/0001-45;419.645.519,00
jul/23;EMBRATUR;35.842.428/0001-66;0
jul/23;DPC;852001 / 00001;17.702.282,00
jul/23;ANAC;122002 / 00001;28.678.219,00
jul/23;SENAR;37.138.245/0001-90;223.554.101,00
jul/23;SEST;73.471.989/0001-95;70.527.075,00
jul/23;SENAT;73.471.963/0001-47;46.705.207,00
jul/23;SESCOOP;03.087.543/0001-86;57.224.648,00
jul/23;SDR;420013 / 00001;494.600,00
jul/23;APEX-BR;05.507.500/0001-38;61.165.757,00
jul/23;ABDI;07.200.966/0001-11;9.986.820,00
ago/23;FNDE;153173 / 15253;2.369.333.744,00
ago/23;INCRA;373001 / 37201;202.976.647,00
ago/23;SENAI;33.564.543/0001-90;173.931.075,00
ago/23;SESI;33.641.358/0001-52;253.945.575,00
ago/23;SENAC;33.469.172/0001-68;329.851.922,00
ago/23;SESC;33.469.164/0001-11;579.168.428,00
ago/23;SEBRAE;00.330.854/0001-45;384.292.496,00
ago/23;EMBRATUR;35.842.428/0001-66;0
ago/23;DPC;852001 / 00001;16.638.258,00
ago/23;ANAC;122002 / 00001;24.045.554,00
ago/23;SENAR;37.138.245/0001-90;212.899.841,00
ago/23;SEST;73.471.989/0001-95;66.120.940,00
ago/23;SENAT;73.471.963/0001-47;44.104.945,00
ago/23;SESCOOP;03.087.543/0001-86;55.176.117,00
ago/23;SDR;420013 / 00001;447.256,00
ago/23;APEX-BR;05.507.500/0001-38;56.010.404,00
ago/23;ABDI;07.200.966/0001-11;9.145.135,00
set/23;FNDE;153173 / 15253;2.388.530.834,00
set/23;INCRA;373001 / 37201;195.459.416,00
set/23;SENAI;33.564.543/0001-90;176.966.643,00
set/23;SESI;33.641.358/0001-52;258.758.094,00
set/23;SENAC;33.469.172/0001-68;344.444.075,00
set/23;SESC;33.469.164/0001-11;604.337.800,00
set/23;SEBRAE;00.330.854/0001-45;390.154.307,00
set/23;EMBRATUR;35.842.428/0001-66;0
set/23;DPC;852001 / 00001;16.372.181,00
set/23;ANAC;122002 / 00001;24.187.613,00
set/23;SENAR;37.138.245/0001-90;190.208.347,00
set/23;SEST;73.471.989/0001-95;67.935.501,00
set/23;SENAT;73.471.963/0001-47;45.354.846,00
set/23;SESCOOP;03.087.543/0001-86;53.957.890,00
set/23;SDR;420013 / 00001;474.454,00
set/23;APEX-BR;05.507.500/0001-38;56.862.758,00
set/23;ABDI;07.200.966/0001-11;9.284.300,00
out/23;FNDE;153173 / 15253;2.435.123.298,00
out/23;INCRA;373001 / 37201;208.599.426,00
out/23;SENAI;33.564.543/0001-90;185.927.599,00
out/23;SESI;33.641.358/0001-52;271.747.731,00
out/23;SENAC;33.469.172/0001-68;348.080.872,00
out/23;SESC;33.469.164/0001-11;606.959.995,00
out/23;SEBRAE;00.330.854/0001-45;399.443.667,00
out/23;EMBRATUR;35.842.428/0001-66;0
out/23;DPC;852001 / 00001;17.630.068,00
out/23;ANAC;122002 / 00001;16.028.891,00
out/23;SENAR;37.138.245/0001-90;226.188.366,00
out/23;SEST;73.471.989/0001-95;71.024.419,00
out/23;SENAT;73.471.963/0001-47;47.573.664,00
out/23;SESCOOP;03.087.543/0001-86;57.950.921,00
out/23;SDR;420013 / 00001;404.139,00
out/23;APEX-BR;05.507.500/0001-38;58.159.190,00
out/23;ABDI;07.200.966/0001-11;9.493.823,00
nov/23;FNDE;153173 / 15253;2.474.737.763,00
nov/23;INCRA;373001 / 37201;211.553.669,00
nov/23;SENAI;33.564.543/0001-90;187.468.417,00
nov/23;SESI;33.641.358/0001-52;275.485.343,00
nov/23;SENAC;33.469.172/0001-68;349.287.636,00
nov/23;SESC;33.469.164/0001-11;612.381.467,00
nov/23;SEBRAE;00.330.854/0001-45;401.206.555,00
nov/23;EMBRATUR;35.842.428/0001-66;0
nov/23;DPC;852001 / 00001;16.376.386,00
nov/23;ANAC;122002 / 00001;37.643.503,00
nov/23;SENAR;37.138.245/0001-90;195.238.523,00
nov/23;SEST;73.471.989/0001-95;68.784.180,00
nov/23;SENAT;73.471.963/0001-47;46.001.439,00
nov/23;SESCOOP;03.087.543/0001-86;61.776.575,00
nov/23;SDR;420013 / 00001;422.955,00
nov/23;APEX-BR;05.507.500/0001-38;58.474.026,00
nov/23;ABDI;07.200.966/0001-11;9.547.370,00
dez/23;FNDE;153173 / 15253;2.445.496.081,00
dez/23;INCRA;373001 / 37201;216.123.878,00
dez/23;SENAI;33.564.543/0001-90;189.658.308,00
dez/23;SESI;33.641.358/0001-52;278.953.427,00
dez/23;SENAC;33.469.172/0001-68;349.886.800,00
dez/23;SESC;33.469.164/0001-11;610.958.673,00
dez/23;SEBRAE;00.330.854/0001-45;398.736.980,00
dez/23;EMBRATUR;35.842.428/0001-66;0
dez/23;DPC;852001 / 00001;16.405.312,00
dez/23;ANAC;122002 / 00001;27.284.843,00
dez/23;SENAR;37.138.245/0001-90;203.423.736,00
dez/23;SEST;73.471.989/0001-95;68.680.562,00
dez/23;SENAT;73.471.963/0001-47;45.905.432,00
dez/23;SESCOOP;03.087.543/0001-86;59.669.839,00
dez/23;SDR;420013 / 00001;419.407,00
dez/23;APEX-BR;05.507.500/0001-38;58.116.842,00
dez/23;ABDI;07.200.966/0001-11;9.489.036,00
jan/24;FNDE;153173 / 15253;4.322.353.057,00
jan/24;INCRA;373001 / 37201;358.573.394,00
jan/24;SENAI;33.564.543/0001-90;309.172.068,00
jan/24;SESI;33.641.358/0001-52;452.482.059,00
jan/24;SENAC;33.469.172/0001-68;624.745.546,00
jan/24;SESC;33.469.164/0001-11;1.087.903.211,00
jan/24;SEBRAE;00.330.854/0001-45;702.701.674,00
jan/24;EMBRATUR;35.842.428/0001-66;0
jan/24;DPC;852001 / 00001;28.592.074,00
jan/24;ANAC;122002 / 00001;44.663.586,00
jan/24;SENAR;37.138.245/0001-90;155.392.814,00
jan/24;SEST;73.471.989/0001-95;108.797.475,00
jan/24;SENAT;73.471.963/0001-47;72.582.314,00
jan/24;SESCOOP;03.087.543/0001-86;99.764.875,00
jan/24;SDR;420013 / 00001;381.095,00
jan/24;APEX-BR;05.507.500/0001-38;102.711.115,00
jan/24;ABDI;07.200.966/0001-11;16.940.069,00
fev/24;FNDE;153173 / 15253;2.586.565.544,04
fev/24;INCRA;373001 / 37201;220.688.723,86
fev/24;SENAI;33.564.543/0001-90;198.148.017,29
fev/24;SESI;33.641.358/0001-52;287.614.329,19
fev/24;SENAC;33.469.172/0001-68;363.762.852,14
fev/24;SESC;33.469.164/0001-11;632.521.704,03
fev/24;SEBRAE;00.330.854/0001-45;427.021.722,37
fev/24;EMBRATUR;35.842.428/0001-66;0
fev/24;DPC;852001 / 00001;19.258.918,10
fev/24;ANAC;122002 / 00001;22.034.504,65
fev/24;SENAR;37.138.245/0001-90;182.407.637,73
fev/24;SEST;73.471.989/0001-95;67.320.625,66
fev/24;SENAT;73.471.963/0001-47;44.968.360,80
fev/24;SESCOOP;03.087.543/0001-86;66.020.574,23
fev/24;SDR;420013 / 00001;299.281,58
fev/24;APEX-BR;05.507.500/0001-38;62.279.694,87
fev/24;ABDI;07.200.966/0001-11;10.193.040,00
mar/24;FNDE;153173 / 15253;2.464.715.432,36
mar/24;INCRA;373001 / 37201;207.388.984,11
mar/24;SENAI;33.564.543/0001-90;179.157.034,23
mar/24;SESI;33.641.358/0001-52;263.259.121,21
mar/24;SENAC;33.469.172/0001-68;357.059.981,56
mar/24;SESC;33.469.164/0001-11;622.064.074,35
mar/24;SEBRAE;00.330.854/0001-45;399.068.001,63
mar/24;EMBRATUR;35.842.428/0001-66;0
mar/24;DPC;852001 / 00001;17.017.807,40
mar/24;ANAC;122002 / 00001;18.900.358,69
mar/24;SENAR;37.138.245/0001-90;147.824.858,81
mar/24;SEST;73.471.989/0001-95;64.242.548,83
mar/24;SENAT;73.471.963/0001-47;42.950.183,67
mar/24;SESCOOP;03.087.543/0001-86;58.727.811,31
mar/24;SDR;420013 / 00001;302.012,13
mar/24;APEX-BR;05.507.500/0001-38;58.198.037,94
mar/24;ABDI;07.200.966/0001-11;9.520.475,24
abr/24;FNDE;153173 / 15253;2.468.760.733,10
abr/24;INCRA;373001 / 37201;207.683.337,73
abr/24;SENAI;33.564.543/0001-90;181.438.089,99
abr/24;SESI;33.641.358/0001-52;265.649.523,02
abr/24;SENAC;33.469.172/0001-68;352.290.803,01
abr/24;SESC;33.469.164/0001-11;609.154.700,52
abr/24;SEBRAE;00.330.854/0001-45;399.943.603,62
abr/24;EMBRATUR;35.842.428/0001-66;0
abr/24;DPC;852001 / 00001;15.436.329,09
abr/24;ANAC;122002 / 00001;17.364.691,06
abr/24;SENAR;37.138.245/0001-90;177.820.148,38
abr/24;SEST;73.471.989/0001-95;68.987.476,68
abr/24;SENAT;73.471.963/0001-47;46.131.300,14
abr/24;SESCOOP;03.087.543/0001-86;60.168.797,34
abr/24;SDR;420013 / 00001;302.012,13
abr/24;APEX-BR;05.507.500/0001-38;58.309.286,41
abr/24;ABDI;07.200.966/0001-11;9.526.512,68
mai/24;FNDE;153173 / 15253;2.544.739.123,28
mai/24;INCRA;373001 / 37201;215.904.943,00
mai/24;SENAI;33.564.543/0001-90;191.367.157,73
mai/24;SESI;33.641.358/0001-52;280.726.485,12
mai/24;SENAC;33.469.172/0001-68;362.646.624,39
mai/24;SESC;33.469.164/0001-11;631.519.187,40
mai/24;SEBRAE;00.330.854/0001-45;415.454.440,96
mai/24;EMBRATUR;35.842.428/0001-66;0
mai/24;DPC;852001 / 00001;18.719.793,90
mai/24;ANAC;122002 / 00001;20.184.384,32
mai/24;SENAR;37.138.245/0001-90;235.389.818,60
mai/24;SEST;73.471.989/0001-95;68.852.341,29
mai/24;SENAT;73.471.963/0001-47;45.923.148,79
mai/24;SESCOOP;03.087.543/0001-86;61.197.877,82
mai/24;SDR;420013 / 00001;322.619,70
mai/24;APEX-BR;05.507.500/0001-38;60.580.018,52
mai/24;ABDI;07.200.966/0001-11;9.905.418,73
jun/24;FNDE;153173 / 15253;2.404.109.063,00
jun/24;INCRA;373001 / 37201;209.430.580,90
jun/24;SENAI;33.564.543/0001-90;186.139.557,70
jun/24;SESI;33.641.358/0001-52;272.891.268,00
jun/24;SENAC;33.469.172/0001-68;341.605.625,80
jun/24;SESC;33.469.164/0001-11;595.340.223,00
jun/24;SEBRAE;00.330.854/0001-45;392.211.634,60
jun/24;EMBRATUR;35.842.428/0001-66;0
jun/24;DPC;852001 / 00001;17.732.178,08
jun/24;ANAC;122002 / 00001;17.595.944,02
jun/24;SENAR;37.138.245/0001-90;228.110.045,80
jun/24;SEST;73.471.989/0001-95;70.824.976,75
jun/24;SENAT;73.471.963/0001-47;47.251.910,04
jun/24;SESCOOP;03.087.543/0001-86;56.607.943,23
jun/24;SDR;420013 / 00001;274.491,94
jun/24;APEX-BR;05.507.500/0001-38;57.201.203,42
jun/24;ABDI;07.200.966/0001-11;9.344.109,26
jul/24;FNDE;153173 / 15253;2.583.582.677,50
jul/24;INCRA;373001 / 37201;227.566.938,62
jul/24;SENAI;33.564.543/0001-90;200.078.809,59
jul/24;SESI;33.641.358/0001-52;294.443.947,87
jul/24;SENAC;33.469.172/0001-68;381.414.514,48
jul/24;SESC;33.469.164/0001-11;662.156.728,03
jul/24;SEBRAE;00.330.854/0001-45;430.313.645,50
jul/24;EMBRATUR;35.842.428/0001-66;0
jul/24;DPC;852001 / 00001;19.449.792,22
jul/24;ANAC;122002 / 00001;21.462.258,75
jul/24;SENAR;37.138.245/0001-90;228.724.260,17
jul/24;SEST;73.471.989/0001-95;72.978.275,21
jul/24;SENAT;73.471.963/0001-47;48.563.074,10
jul/24;SESCOOP;03.087.543/0001-86;60.162.988,27
jul/24;SDR;420013 / 00001;304.918,43
jul/24;APEX-BR;05.507.500/0001-38;62.544.551,87
jul/24;ABDI;07.200.966/0001-11;10.314.768,81
ago/24;FNDE;153173 / 15253;2.596.260.038,18
ago/24;INCRA;373001 / 37201;223.919.551,95
ago/24;SENAI;33.564.543/0001-90;199.832.674,74
ago/24;SESI;33.641.358/0001-52;290.969.652,04
ago/24;SENAC;33.469.172/0001-68;386.837.754,37
ago/24;SESC;33.469.164/0001-11;669.721.253,48
ago/24;SEBRAE;00.330.854/0001-45;431.532.545,88
ago/24;EMBRATUR;35.842.428/0001-66;0
ago/24;DPC;852001 / 00001;21.093.083,64
ago/24;ANAC;122002 / 00001;22.015.511,24
ago/24;SENAR;37.138.245/0001-90;246.277.128,89
ago/24;SEST;73.471.989/0001-95;77.331.919,92
ago/24;SENAT;73.471.963/0001-47;51.632.622,42
ago/24;SESCOOP;03.087.543/0001-86;64.838.110,01
ago/24;SDR;420013 / 00001;394.815,40
ago/24;APEX-BR;05.507.500/0001-38;62.830.521,57
ago/24;ABDI;07.200.966/0001-11;10.303.675,67
set/24;FNDE;153173 / 15253;2.832.954.450,19
set/24;INCRA;373001 / 37201;247.170.614,35
set/24;SENAI;33.564.543/0001-90;215.020.379,30
set/24;SESI;33.641.358/0001-52;316.562.751,95
set/24;SENAC;33.469.172/0001-68;416.274.594,26
set/24;SESC;33.469.164/0001-11;719.512.003,98
set/24;SEBRAE;00.330.854/0001-45;472.478.199,18
set/24;EMBRATUR;35.842.428/0001-66;0
set/24;DPC;852001 / 00001;20.355.675,47
set/24;ANAC;122002 / 00001;23.008.819,22
set/24;SENAR;37.138.245/0001-90;276.550.579,88
set/24;SEST;73.471.989/0001-95;82.455.651,43
set/24;SENAT;73.471.963/0001-47;54.937.602,23
set/24;SESCOOP;03.087.543/0001-86;80.572.204,27
set/24;SDR;420013 / 00001;284.735,86
set/24;APEX-BR;05.507.500/0001-38;68.757.304,11
set/24;ABDI;07.200.966/0001-11;11.254.137,14
out/24;FNDE;153173 / 15253;2.473.676.232,82
out/24;INCRA;373001 / 37201;215.150.798,62
out/24;SENAI;33.564.543/0001-90;194.884.570,85
